pt,Assigned_Topic
Blood pressure decreased,Other
Blood pressure decreased,Other
Blood pressure decreased,Other
Pneumonia,Other
Angioedema,Other
Angioedema,Other
Angioedema,Other
Angioedema,Other
Fatigue,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Arthralgia,Other
Arthralgia,Other
Pregnancy,Other
Blood pressure systolic increased,Other
Blood pressure systolic increased,Other
Dyspnoea,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Arrhythmia,Other
Blister,Other
Blister,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Death,Other
Abdominal pain,Other
Subarachnoid haemorrhage,Other
Forced expiratory volume abnormal,Other
Conjunctival hyperaemia,Other
Conjunctival hyperaemia,Other
Gastric infection,Other
Asthenia,Other
Myocardial infarction,Other
Pneumonia,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Back pain,Other
Back pain,Other
Back pain,Other
Back pain,Other
Chest pain,Other
Chest pain,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Cardiac failure,Other
Cardiac failure,Other
Cardiac failure,Other
Cardiac failure,Other
Cardiac failure,Other
Angioedema,Other
Angioedema,Other
Angioedema,Other
Angioedema,Other
Angioedema,Other
Amnesia,Other
Blood pressure systolic increased,Other
Blood pressure systolic increased,Other
Blood pressure systolic increased,Other
Blood pressure systolic increased,Other
Blood pressure systolic increased,Other
Blood pressure systolic increased,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Pneumonia pneumococcal,Other
Meningitis staphylococcal,Other
Therapy cessation,Other
Amnesia,Other
Angioedema,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Skin cancer,Other
Cerebrovascular accident,Other
Concomitant disease aggravated,Other
Ear infection,Other
Asthma,Other
Angioedema,Other
Spinal compression fracture,Other
Haemorrhage,Other
Haemorrhage,Other
Haemorrhage,Other
Haemorrhage,Other
Haemorrhage,Other
Anaphylactic reaction,Other
Death,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Deafness,Other
Deafness,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Bronchitis,Other
Bronchitis,Other
Bronchitis,Other
Abdominal pain upper,Other
Blood pressure diastolic decreased,Other
Blood potassium decreased,Other
Blood pressure systolic increased,Other
Blood pressure systolic increased,Other
Blood pressure systolic increased,Other
Aortic aneurysm,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Asthma,Other
Asthma,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Pneumonia,Other
Skin neoplasm excision,Other
Chest discomfort,Other
Chest discomfort,Other
Chest discomfort,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Bronchitis,Other
Arthralgia,Other
Arthralgia,Other
Breast cancer,Other
Breast cancer,Other
Breast cancer,Other
Breast cancer,Other
Breast cancer,Other
Death,Other
Anaphylactic reaction,Other
Death,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Myocardial infarction,Other
Alopecia,Other
Alopecia,Other
Rash,Other
Cataract,Other
Cataract,Other
Cataract,Other
Cataract,Other
Cataract,Other
Cataract,Other
Heart rate decreased,Other
Asthenia,Other
Asthma,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Blood pressure increased,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Arthritis,Other
Arthritis,Other
Diabetes mellitus,Other
Diabetes mellitus,Other
Diabetes mellitus,Other
Angioedema,Other
Anaphylactic reaction,Other
Arthropathy,Other
Arthropathy,Other
Arthropathy,Other
Arthropathy,Other
Arthropathy,Other
Arthropathy,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Asthenia,Other
Anxiety,Other
Drug ineffective,Other
Asthma,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Angioedema,Other
Angioedema,Other
Dizziness,Other
Asthma,Other
Abdominal pain upper,Other
Blood pressure systolic increased,Other
Blood pressure systolic increased,Other
Blood pressure systolic increased,Other
Anxiety,Other
Anxiety,Other
Anxiety,Other
Anxiety,Other
Anxiety,Other
Anxiety,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Accidental underdose,Other
Anaemia,Other
Asthma,Other
Injection site pruritus,Other
Injection site pain,Other
Injection site pain,Other
Burning sensation,Other
Burning sensation,Other
Burning sensation,Other
Abdominal pain,Other
Injection site pain,Other
Injection site pain,Other
Pyrexia,Other
Needle issue,Other
Needle issue,Other
Needle issue,Other
Injection site pain,Other
Injection site pain,Other
Injection site pain,Other
Injection site pain,Other
Injection site pain,Other
Nausea,Other
Injection site pain,Other
Injection site reaction,Other
Arthralgia,Other
Injection site pain,Other
Arthralgia,Other
Arthralgia,Other
Injection site erythema,Other
Injection site erythema,Other
Rash,Other
Injection site pain,Other
Injection site pain,Other
Injection site erythema,Other
Arthralgia,Other
Abdominal pain upper,Other
Hot flush,Other
Back pain,Other
Burning sensation,Other
Cough,Other
Treatment failure,Other
Discomfort,Other
Dizziness,Other
Dizziness,Other
Dizziness,Other
Feeling abnormal,Other
Feeling abnormal,Other
Influenza,Other
Device leakage,Other
Arthralgia,Other
Hypersensitivity,Other
No adverse event,Other
Arthritis,Other
Fatigue,Other
Cheilitis,Other
Anxiety,Other
Intentional product use issue,Other
Pain,Other
Back pain,Other
Asthma,Other
Urticaria,Other
Pain,Other
Contusion,Other
Arthralgia,Other
Muscular weakness,Other
Drug ineffective,Other
Sinusitis,Other
Drug ineffective,Other
Flushing,Other
Arthralgia,Other
Prostatic specific antigen increased,Other
Arthralgia,Other
Arthralgia,Other
Thyroid cancer,Other
Asthma,Other
Asthma,Other
Asthma,Other
Menstruation irregular,Other
Menstruation irregular,Other
Neuroendocrine carcinoma of the skin,Other
Hypersensitivity,Other
Headache,Other
Pyrexia,Other
Blister,Other
Blister,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Injection site discomfort,Other
Drug hypersensitivity,Other
Injection site pain,Other
Intentional product misuse,Other
Chest discomfort,Other
Dizziness,Other
Swelling,Other
Headache,Other
Cold sweat,Other
Fatigue,Other
Urticaria,Other
Alopecia,Other
Diarrhoea,Other
Pain in extremity,Other
Pain in extremity,Other
Back pain,Other
Asthenia,Other
Erythema,Other
Dyspnoea,Other
Lip swelling,Other
Drug ineffective,Other
Contusion,Other
Alopecia,Other
No adverse event,Other
Diplopia,Other
Pain in extremity,Other
Joint swelling,Other
Asthma,Other
Fatigue,Other
Eye swelling,Other
Lip swelling,Other
Rash,Other
Rash,Other
Fatigue,Other
Hypoaesthesia,Other
Skin cancer,Other
Fatigue,Other
Urticaria,Other
Alopecia,Other
Blood pressure increased,Other
Oedema peripheral,Other
Product quality issue,Other
Product quality issue,Other
Diarrhoea,Other
Inappropriate schedule of product administration,Other
Menstruation irregular,Other
Alopecia,Other
Back pain,Other
Tendon rupture,Other
Pruritus,Other
Pain,Other
Back pain,Other
Pruritus,Other
Arthralgia,Other
Drug ineffective,Other
Drug ineffective,Other
Injection site pain,Other
Burning sensation,Other
Pain in extremity,Other
Needle issue,Other
Injection site pain,Other
Hypersensitivity,Other
Lip swelling,Other
Injection site erythema,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Asthma,Other
Fatigue,Other
Anxiety,Other
Diarrhoea,Other
Urticaria,Other
Foot fracture,Other
Headache,Other
No adverse event,Other
Therapeutic response shortened,Other
Dry skin,Other
Dry skin,Other
Weight increased,Other
Intentional product use issue,Other
Injection site pain,Other
Injection site pain,Other
Dizziness,Other
Weight decreased,Other
Urticaria,Other
No adverse event,Other
Alopecia,Other
Intentional product use issue,Other
Intentional product use issue,Other
Urticaria,Other
Malaise,Other
Ear infection,Other
Serum sickness,Other
Fatigue,Other
Abdominal pain,Other
Joint swelling,Other
Chest discomfort,Other
Rash,Other
Injection site pain,Other
Chronic spontaneous urticaria,Other
Drug ineffective,Other
Headache,Other
Arthralgia,Other
Arthralgia,Other
Intentional product use issue,Other
Fatigue,Other
No adverse event,Other
Feeling abnormal,Other
Memory impairment,Other
Pruritus,Other
Pruritus,Other
No adverse event,Other
No adverse event,Other
Arthralgia,Other
Urticaria,Other
Peripheral swelling,Other
Intentional product misuse,Other
Drug ineffective,Other
Eye pruritus,Other
Alopecia,Other
Tinnitus,Other
Rash,Other
Rash,Other
Dysphonia,Other
Breast cancer,Other
Pain,Other
Arthralgia,Other
Arthralgia,Other
Medication error,Other
Palpitations,Other
Arthralgia,Other
Needle issue,Other
Needle issue,Other
Drug ineffective,Other
Erythema,Other
Asthma,Other
Asthma,Other
Drug ineffective,Other
Protein urine present,Other
Intentional product misuse,Other
Breast cancer,Other
Dizziness,Other
Arthralgia,Other
Gastrointestinal neoplasm,Other
Peripheral swelling,Other
Hot flush,Other
Pruritus,Other
Injection site mass,Other
Arthralgia,Other
Needle issue,Other
Needle issue,Other
Device difficult to use,Other
Device difficult to use,Other
Device difficult to use,Other
Device difficult to use,Other
Intentional product use issue,Other
Myalgia,Other
Idiopathic urticaria,Other
Urticaria,Other
Dyspnoea,Other
Spinal pain,Other
Intentional product use issue,Other
Pruritus,Other
Catheter site pain,Other
Catheter site pain,Other
Needle issue,Other
Device difficult to use,Other
Pregnancy,Other
Erythema,Other
Needle issue,Other
Needle issue,Other
Device difficult to use,Other
Device difficult to use,Other
Intentional product use issue,Other
Needle issue,Other
No adverse event,Other
Bronchospasm,Other
Asthenia,Other
Needle issue,Other
Gingival pain,Other
Gingival pain,Other
Intentional product misuse,Other
Intentional product misuse,Other
Pruritus,Other
Intentional product use issue,Other
Arthralgia,Other
Needle issue,Other
Headache,Other
Headache,Other
Asthenia,Other
Insomnia,Other
Headache,Other
Alopecia,Other
Injection site pain,Other
Pruritus,Other
No adverse event,Other
Intentional product misuse,Other
Injection related reaction,Other
Intentional product use issue,Other
Injection site dryness,Other
Injection site dryness,Other
Arthralgia,Other
Drug ineffective,Other
Dizziness,Other
Intentional product use issue,Other
Intentional product use issue,Other
Drug ineffective,Other
Alopecia,Other
Alopecia,Other
Intentional product use issue,Other
Intentional product misuse,Other
Intentional product use issue,Other
Intentional product use issue,Other
Rash,Other
Abdominal pain upper,Other
Injection site swelling,Other
Pain,Other
Product quality issue,Other
Sinus congestion,Other
Headache,Other
Migraine,Other
Arthralgia,Other
Intentional product use issue,Other
Pain in extremity,Other
Drug ineffective,Other
Insomnia,Other
Lip swelling,Other
Blood glucose increased,Other
Injection site pain,Other
Feeling hot,Other
Blood pressure increased,Other
Burning sensation,Other
Burning sensation,Other
Hypersensitivity,Other
Back pain,Other
Drug ineffective,Other
Alopecia,Other
Arthralgia,Other
Feeling abnormal,Other
Injection site reaction,Other
Drug ineffective,Other
Drug ineffective,Other
Chest discomfort,Other
Pruritus,Other
Pruritus,Other
Drug ineffective,Other
Injection site swelling,Other
Application site erythema,Other
Death,Other
Asthenia,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Transient ischaemic attack,Other
Breast cancer,Other
Chest pain,Other
Asthma,Other
Asthma,Other
Sepsis,Other
Flushing,Other
Balance disorder,Other
Back injury,Other
Coronary artery dissection,Other
Asthmatic crisis,Other
Asthmatic crisis,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Pneumonia,Other
Sepsis,Other
Hospitalisation,Other
Acne,Other
Acne,Other
Acne,Other
Haemorrhage in pregnancy,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Blood immunoglobulin E increased,Other
Angioedema,Other
Back injury,Other
Chills,Other
Chills,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Obstructive airways disorder,Other
Obstructive airways disorder,Other
Obstructive airways disorder,Other
Obstructive airways disorder,Other
Obstructive airways disorder,Other
Feeling of despair,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Decreased immune responsiveness,Other
Asthma,Other
Asthma,Other
Asthma,Other
Chest discomfort,Other
Chest discomfort,Other
Chest discomfort,Other
Chills,Other
Chills,Other
Chills,Other
Leukocytosis,Other
Leukocytosis,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Pneumonia,Other
Expired product administered,Other
Expired product administered,Other
Anxiety,Other
Pneumonia,Other
Bronchitis,Other
Bronchitis,Other
Bronchitis,Other
Bronchitis,Other
Bronchitis,Other
Bronchitis,Other
Bronchitis,Other
Bronchitis,Other
Bronchitis,Other
Bronchitis,Other
Abdominal distension,Other
Abdominal distension,Other
Cholangitis,Other
Urinary tract infection,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Adrenal insufficiency,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Allergy to animal,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Accident,Other
Accident,Other
Anxiety,Other
Anxiety,Other
Anxiety,Other
Anxiety,Other
Asthma,Other
Asthma,Other
Asthma,Other
Arthritis,Other
Arthritis,Other
Anxiety,Other
Anxiety,Other
Anxiety,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Asthma,Other
Asthma,Other
Asthma,Other
Abnormal sensation in eye,Other
Abnormal sensation in eye,Other
Abnormal sensation in eye,Other
Abnormal sensation in eye,Other
Abnormal sensation in eye,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Acne,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Aphonia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Arthralgia,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Abdominal pain lower,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthenia,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Ankle fracture,Other
Ankle fracture,Other
Ankle fracture,Other
Ankle fracture,Other
Ankle fracture,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Anaemia,Other
Anaemia,Other
Anaemia,Other
Anaemia,Other
Anaemia,Other
Anaemia,Other
Anaemia,Other
Anaemia,Other
Anaemia,Other
Anaemia,Other
Anaemia,Other
Anaemia,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Ageusia,Other
Ageusia,Other
Ageusia,Other
Ageusia,Other
Ageusia,Other
Arteriospasm coronary,Other
Arteriospasm coronary,Other
Arteriospasm coronary,Other
Arteriospasm coronary,Other
Arteriospasm coronary,Other
Asthma,Other
Asthma,Other
Asthma,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Ankle fracture,Other
Ankle fracture,Other
Ankle fracture,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Anaphylactic reaction,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Abdominal discomfort,Other
Abdominal discomfort,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Blood pressure increased,Other
Asthenia,Other
Dizziness,Other
Dizziness,Other
Dizziness,Other
Dizziness,Other
Anxiety,Other
Anxiety,Other
Anxiety,Other
Asthma,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Alopecia,Other
Anaphylactic shock,Other
Anaphylactic shock,Other
Anaphylactic shock,Other
Anaphylactic shock,Other
Anaphylactic shock,Other
Anaphylactic shock,Other
Anaphylactic shock,Other
Anaphylactic shock,Other
Anaphylactic shock,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Abdominal pain,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Asthma,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Arthralgia,Other
Arthralgia,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
Abdominal pain upper,Other
